# coordinator_comparison mode=gossip n=10 duration_secs=20 decision_rate_hz=50 load_update_rate_hz=10 warmup_secs=6
# warmup 10/10 → client sees 10 workers, 10 peers; broker has 0 peers
mode,n,decision_idx,perceived_load,true_load,decision_us,is_misroute
gossip,10,679,22,22,24,false
gossip,10,680,22,22,19,false
gossip,10,681,22,22,34,false
gossip,10,682,22,22,34,false
gossip,10,683,22,22,23,false
gossip,10,684,19,19,32,false
gossip,10,685,19,19,47,false
gossip,10,686,19,19,34,false
gossip,10,687,19,19,23,false
gossip,10,688,19,19,21,false
gossip,10,689,19,19,25,false
gossip,10,690,19,19,24,false
gossip,10,691,19,19,22,false
gossip,10,692,19,19,19,false
gossip,10,693,15,15,21,false
gossip,10,694,15,15,23,false
gossip,10,695,15,15,31,false
gossip,10,696,15,15,23,false
gossip,10,697,15,15,23,false
gossip,10,698,20,20,35,false
gossip,10,699,20,20,33,false
gossip,10,700,20,20,32,false
gossip,10,701,20,20,38,false
gossip,10,702,22,22,16,false
gossip,10,703,22,22,23,false
gossip,10,704,22,22,30,false
gossip,10,705,22,22,24,false
gossip,10,706,22,22,25,false
gossip,10,707,19,19,31,false
gossip,10,708,19,19,36,false
gossip,10,709,19,19,32,false
gossip,10,710,19,19,38,false
gossip,10,711,19,24,32,true
gossip,10,712,24,24,25,false
gossip,10,713,24,24,26,false
gossip,10,714,24,24,45,false
gossip,10,715,24,24,40,false
gossip,10,716,23,23,58,false
gossip,10,717,23,23,22,false
gossip,10,718,23,23,37,false
gossip,10,719,23,23,31,false
gossip,10,720,23,23,24,false
gossip,10,721,21,21,28,false
gossip,10,722,21,21,35,false
gossip,10,723,21,21,25,false
gossip,10,724,21,21,33,false
gossip,10,725,20,20,26,false
gossip,10,726,20,20,30,false
gossip,10,727,20,20,19,false
gossip,10,728,20,20,24,false
gossip,10,729,20,20,36,false
gossip,10,730,18,18,17,false
gossip,10,731,18,18,34,false
gossip,10,732,18,18,37,false
gossip,10,733,18,18,29,false
gossip,10,734,18,16,38,false
gossip,10,735,16,16,20,false
gossip,10,736,16,16,22,false
gossip,10,737,16,16,21,false
gossip,10,738,16,16,52,false
SUMMARY mode=gossip n=10 decisions=739 considered=727 nones=0 mean_us=46.9 p50_us=25 p95_us=42 p99_us=98 mean_staleness=0.081 misroute_rate=0.0083
# SUMMARY mode=gossip n=10 decisions=739 considered=727 nones=0 mean_us=46.9 p50_us=25 p95_us=42 p99_us=98 mean_staleness=0.081 misroute_rate=0.0083
